Domain Code,Domain,AreaCode,AreaName,ElementCode,ElementName,ItemCode,ItemName,Year,Value,Flag,FlagD
QI,Production Indices,7,Angola,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,100.28,,Official data
QI,Production Indices,7,Angola,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,100.64,,Official data
QI,Production Indices,7,Angola,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,99.08,,Official data
QI,Production Indices,21,Brazil,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,91.33,,Official data
QI,Production Indices,21,Brazil,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,101.73,,Official data
QI,Production Indices,21,Brazil,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,106.94,,Official data
QI,Production Indices,25,Solomon Islands,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,99.55,,Official data
QI,Production Indices,25,Solomon Islands,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,100.08,,Official data
QI,Production Indices,25,Solomon Islands,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,100.37,,Official data
QI,Production Indices,29,Burundi,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,57.64,,Official data
QI,Production Indices,29,Burundi,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,92.86,,Official data
QI,Production Indices,29,Burundi,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,149.51,,Official data
QI,Production Indices,32,Cameroon,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,92.12,,Official data
QI,Production Indices,32,Cameroon,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,103.48,,Official data
QI,Production Indices,32,Cameroon,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,104.4,,Official data
QI,Production Indices,37,Central African Republic,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,99.97,,Official data
QI,Production Indices,37,Central African Republic,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,101.4,,Official data
QI,Production Indices,37,Central African Republic,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,98.63,,Official data
QI,Production Indices,41,"China, mainland",434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,98.4,,Official data
QI,Production Indices,41,"China, mainland",434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,107.83,,Official data
QI,Production Indices,41,"China, mainland",434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,93.77,,Official data
QI,Production Indices,44,Colombia,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,95.4,,Official data
QI,Production Indices,44,Colombia,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,100.23,,Official data
QI,Production Indices,44,Colombia,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,104.37,,Official data
QI,Production Indices,46,Congo,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,90.5,,Official data
QI,Production Indices,46,Congo,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,93,,Official data
QI,Production Indices,46,Congo,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,116.5,,Official data
QI,Production Indices,48,Costa Rica,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,90.72,,Official data
QI,Production Indices,48,Costa Rica,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,100.8,,Official data
QI,Production Indices,48,Costa Rica,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,108.48,,Official data
QI,Production Indices,53,Benin,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,96.62,,Official data
QI,Production Indices,53,Benin,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,100.54,,Official data
QI,Production Indices,53,Benin,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,102.84,,Official data
QI,Production Indices,56,Dominican Republic,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,95.96,,Official data
QI,Production Indices,56,Dominican Republic,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,99.36,,Official data
QI,Production Indices,56,Dominican Republic,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,104.69,,Official data
QI,Production Indices,58,Ecuador,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,94.73,,Official data
QI,Production Indices,58,Ecuador,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,103.47,,Official data
QI,Production Indices,58,Ecuador,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,101.8,,Official data
QI,Production Indices,61,Equatorial Guinea,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,99.57,,Official data
QI,Production Indices,61,Equatorial Guinea,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,99.69,,Official data
QI,Production Indices,61,Equatorial Guinea,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,100.74,,Official data
QI,Production Indices,74,Gabon,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,98.95,,Official data
QI,Production Indices,74,Gabon,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,99.75,,Official data
QI,Production Indices,74,Gabon,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,101.3,,Official data
QI,Production Indices,75,Gambia,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,98.99,,Official data
QI,Production Indices,75,Gambia,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,97.08,,Official data
QI,Production Indices,75,Gambia,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,103.93,,Official data
QI,Production Indices,81,Ghana,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,99.75,,Official data
QI,Production Indices,81,Ghana,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,99.75,,Official data
QI,Production Indices,81,Ghana,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,100.51,,Official data
QI,Production Indices,89,Guatemala,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,88.26,,Official data
QI,Production Indices,89,Guatemala,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,91.04,,Official data
QI,Production Indices,89,Guatemala,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,120.69,,Official data
QI,Production Indices,90,Guinea,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,102.15,,Official data
QI,Production Indices,90,Guinea,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,100.06,,Official data
QI,Production Indices,90,Guinea,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,97.78,,Official data
QI,Production Indices,95,Honduras,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,78.42,,Official data
QI,Production Indices,95,Honduras,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,107.39,,Official data
QI,Production Indices,95,Honduras,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,114.19,,Official data
QI,Production Indices,101,Indonesia,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,82.5,,Official data
QI,Production Indices,101,Indonesia,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,89.07,,Official data
QI,Production Indices,101,Indonesia,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,128.44,,Official data
QI,Production Indices,107,C̫te d'Ivoire,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,111.17,,Official data
QI,Production Indices,107,C̫te d'Ivoire,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,86.91,,Official data
QI,Production Indices,107,C̫te d'Ivoire,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,101.91,,Official data
QI,Production Indices,123,Liberia,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,102.92,,Official data
QI,Production Indices,123,Liberia,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,100.24,,Official data
QI,Production Indices,123,Liberia,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,96.84,,Official data
QI,Production Indices,129,Madagascar,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,104.22,,Official data
QI,Production Indices,129,Madagascar,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,100.85,,Official data
QI,Production Indices,129,Madagascar,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,94.93,,Official data
QI,Production Indices,131,Malaysia,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,95.38,,Official data
QI,Production Indices,131,Malaysia,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,100.21,,Official data
QI,Production Indices,131,Malaysia,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,104.41,,Official data
QI,Production Indices,138,Mexico,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,93.28,,Official data
QI,Production Indices,138,Mexico,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,95.74,,Official data
QI,Production Indices,138,Mexico,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,110.98,,Official data
QI,Production Indices,157,Nicaragua,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,98.94,,Official data
QI,Production Indices,157,Nicaragua,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,100.02,,Official data
QI,Production Indices,157,Nicaragua,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,101.04,,Official data
QI,Production Indices,159,Nigeria,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,94.99,,Official data
QI,Production Indices,159,Nigeria,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,98.97,,Official data
QI,Production Indices,159,Nigeria,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,106.04,,Official data
QI,Production Indices,166,Panama,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,98.63,,Official data
QI,Production Indices,166,Panama,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,100.51,,Official data
QI,Production Indices,166,Panama,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,100.86,,Official data
QI,Production Indices,168,Papua New Guinea,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,104.01,,Official data
QI,Production Indices,168,Papua New Guinea,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,91.19,,Official data
QI,Production Indices,168,Papua New Guinea,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,104.79,,Official data
QI,Production Indices,169,Paraguay,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,107.97,,Official data
QI,Production Indices,169,Paraguay,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,95.04,,Official data
QI,Production Indices,169,Paraguay,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,97,,Official data
QI,Production Indices,170,Peru,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,95.51,,Official data
QI,Production Indices,170,Peru,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,97.78,,Official data
QI,Production Indices,170,Peru,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,106.71,,Official data
QI,Production Indices,171,Philippines,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,97.07,,Official data
QI,Production Indices,171,Philippines,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,96.86,,Official data
QI,Production Indices,171,Philippines,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,106.07,,Official data
QI,Production Indices,175,Guinea-Bissau,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,98.03,,Official data
QI,Production Indices,175,Guinea-Bissau,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,97.08,,Official data
QI,Production Indices,175,Guinea-Bissau,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,104.89,,Official data
QI,Production Indices,193,Sao Tome and Principe,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,97.79,,Official data
QI,Production Indices,193,Sao Tome and Principe,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,97.07,,Official data
QI,Production Indices,193,Sao Tome and Principe,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,105.14,,Official data
QI,Production Indices,195,Senegal,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,98.56,,Official data
QI,Production Indices,195,Senegal,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,97.11,,Official data
QI,Production Indices,195,Senegal,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,104.33,,Official data
QI,Production Indices,197,Sierra Leone,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,100.33,,Official data
QI,Production Indices,197,Sierra Leone,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,89.66,,Official data
QI,Production Indices,197,Sierra Leone,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,110.01,,Official data
QI,Production Indices,207,Suriname,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,91.25,,Official data
QI,Production Indices,207,Suriname,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,100.48,,Official data
QI,Production Indices,207,Suriname,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,108.27,,Official data
QI,Production Indices,215,United Republic of Tanzania,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,110.74,,Official data
QI,Production Indices,215,United Republic of Tanzania,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,107.32,,Official data
QI,Production Indices,215,United Republic of Tanzania,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,81.94,,Official data
QI,Production Indices,216,Thailand,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,89.48,,Official data
QI,Production Indices,216,Thailand,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,84.84,,Official data
QI,Production Indices,216,Thailand,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,125.68,,Official data
QI,Production Indices,217,Togo,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,102.61,,Official data
QI,Production Indices,217,Togo,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,99.98,,Official data
QI,Production Indices,217,Togo,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,97.41,,Official data
QI,Production Indices,236,Venezuela (Bolivarian Republic of),434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,99.87,,Official data
QI,Production Indices,236,Venezuela (Bolivarian Republic of),434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,97.91,,Official data
QI,Production Indices,236,Venezuela (Bolivarian Republic of),434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,102.23,,Official data
QI,Production Indices,250,Democratic Republic of the Congo,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,102.89,,Official data
QI,Production Indices,250,Democratic Republic of the Congo,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,99.96,,Official data
QI,Production Indices,250,Democratic Republic of the Congo,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,97.15,,Official data
QI,Production Indices,351,China,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,98.4,,Official data
QI,Production Indices,351,China,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,107.83,,Official data
QI,Production Indices,351,China,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,93.78,,Official data
QI,Production Indices,5000,World,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,89.81,,Official data
QI,Production Indices,5000,World,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,95.24,,Official data
QI,Production Indices,5000,World,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,114.95,,Official data
QI,Production Indices,5100,Africa,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,98.06,,Official data
QI,Production Indices,5100,Africa,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,97.9,,Official data
QI,Production Indices,5100,Africa,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,104.04,,Official data
QI,Production Indices,5101,Eastern Africa,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,92.59,,Official data
QI,Production Indices,5101,Eastern Africa,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,101.32,,Official data
QI,Production Indices,5101,Eastern Africa,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,106.09,,Official data
QI,Production Indices,5102,Middle Africa,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,97.49,,Official data
QI,Production Indices,5102,Middle Africa,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,101.18,,Official data
QI,Production Indices,5102,Middle Africa,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,101.33,,Official data
QI,Production Indices,5105,Western Africa,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,98.62,,Official data
QI,Production Indices,5105,Western Africa,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,97.03,,Official data
QI,Production Indices,5105,Western Africa,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,104.36,,Official data
QI,Production Indices,5200,Americas,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,91.65,,Official data
QI,Production Indices,5200,Americas,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,101.01,,Official data
QI,Production Indices,5200,Americas,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,107.34,,Official data
QI,Production Indices,5204,Central America,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,85.49,,Official data
QI,Production Indices,5204,Central America,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,101.17,,Official data
QI,Production Indices,5204,Central America,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,113.34,,Official data
QI,Production Indices,5206,Caribbean,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,95.3,,Official data
QI,Production Indices,5206,Caribbean,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,99.33,,Official data
QI,Production Indices,5206,Caribbean,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,105.37,,Official data
QI,Production Indices,5207,South America,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,94.67,,Official data
QI,Production Indices,5207,South America,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,100.97,,Official data
QI,Production Indices,5207,South America,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,104.35,,Official data
QI,Production Indices,5300,Asia,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,88.93,,Official data
QI,Production Indices,5300,Asia,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,94.72,,Official data
QI,Production Indices,5300,Asia,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,116.36,,Official data
QI,Production Indices,5302,Eastern Asia,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,98.36,,Official data
QI,Production Indices,5302,Eastern Asia,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,107.83,,Official data
QI,Production Indices,5302,Eastern Asia,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,93.81,,Official data
QI,Production Indices,5304,South-Eastern Asia,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,89,,Official data
QI,Production Indices,5304,South-Eastern Asia,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,94.62,,Official data
QI,Production Indices,5304,South-Eastern Asia,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,116.38,,Official data
QI,Production Indices,5500,Oceania,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,102.76,,Official data
QI,Production Indices,5500,Oceania,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,92.06,,Official data
QI,Production Indices,5500,Oceania,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,105.19,,Official data
QI,Production Indices,5502,Melanesia,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,103.36,,Official data
QI,Production Indices,5502,Melanesia,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,92.03,,Official data
QI,Production Indices,5502,Melanesia,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,104.61,,Official data
QI,Production Indices,5801,Least Developed Countries,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,100.49,,Official data
QI,Production Indices,5801,Least Developed Countries,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,99.19,,Official data
QI,Production Indices,5801,Least Developed Countries,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,100.33,,Official data
QI,Production Indices,5802,Land Locked Developing Countries,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,79.77,,Official data
QI,Production Indices,5802,Land Locked Developing Countries,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,94.93,,Official data
QI,Production Indices,5802,Land Locked Developing Countries,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,125.3,,Official data
QI,Production Indices,5803,Small Island Developing States,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,101.81,,Official data
QI,Production Indices,5803,Small Island Developing States,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,92.63,,Official data
QI,Production Indices,5803,Small Island Developing States,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,105.56,,Official data
QI,Production Indices,5815,Low Income Food Deficit Countries,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,96.75,,Official data
QI,Production Indices,5815,Low Income Food Deficit Countries,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,97.82,,Official data
QI,Production Indices,5815,Low Income Food Deficit Countries,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,105.42,,Official data
QI,Production Indices,5817,Net Food Importing Developing Countries,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2004,98.5,,Official data
QI,Production Indices,5817,Net Food Importing Developing Countries,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2005,97.7,,Official data
QI,Production Indices,5817,Net Food Importing Developing Countries,434,Gross per capita Production Index Number (2004-2006 = 100),257,"Oil, palm",2006,103.8,,Official data
,,,,,,,,,,,
FAOSTAT Date: Tue Oct 20 10:53:55 CEST 2015,,,,,,,,,,,
